session_length,features,label
4,signup_complete phone product_view welcome bundle offers product_view welcome bundle offers product_view welcome bundle offers,signup_intent
3,product_view trezor model t crypto hardware product_view ledger nano wallet crypto hardware category_view blockchain  crypto,crypto_interest
4,signup_complete email product_view welcome bundle offers signup_complete email product_view welcome bundle offers,signup_intent
3,signup_complete google search how to get started product_view welcome bundle offers,signup_intent
5,signup_complete email product_view welcome bundle offers search how to get started product_view welcome bundle offers product_view welcome bundle offers,signup_intent
5,category_view coffee  beverages search where to buy coffee beans search best arabica coffee search where to buy coffee beans search best arabica coffee,coffee_interest
2,product_view ethiopian yirgacheffe coffee category_view coffee  beverages,coffee_interest
2,add_to_cart espresso machine 4500.0 product_view ethiopian yirgacheffe coffee,coffee_interest
3,category_view blockchain  crypto category_view web3 tools product_view trezor model t crypto hardware,crypto_interest
5,product_view sony headphones electronics checkout_started 3200.0 1 add_to_cart p 404 leather wallet 450.0 remove_from_cart p 202 remove_from_cart p 202,abandoned_cart
2,category_view summer dresses product_view air max 2026 mens shoes,fashion_interest
2,category_view blockchain  crypto category_view web3 tools,crypto_interest
5,product_view welcome bundle offers search how to get started signup_complete google signup_complete phone signup_complete google,signup_intent
2,category_view cafe equipment product_view ethiopian yirgacheffe coffee,coffee_interest
3,search espresso vs americano search coffee near me search best arabica coffee,coffee_interest
3,category_view coffee  beverages product_view espresso machine appliances search espresso vs americano,coffee_interest
3,product_view french press 1l coffee search where to buy coffee beans category_view cafe equipment,coffee_interest
4,category_view luxury watches search luxury watches ethiopia add_to_cart linen blazer 850.0 product_view air max 2026 mens shoes,fashion_interest
2,product_view gold chronograph luxury watches product_view gold chronograph luxury watches,fashion_interest
5,product_view ledger nano wallet crypto hardware search bitcoin price today search crypto trading ethiopia product_view trezor model t crypto hardware search crypto trading ethiopia,crypto_interest
5,add_to_cart p 202 nike running shoes 1500.0 add_to_cart p 404 leather wallet 450.0 product_view sony headphones electronics add_to_cart p 404 leather wallet 450.0 product_view sony headphones electronics,abandoned_cart
5,category_view web3 tools product_view ledger nano wallet crypto hardware category_view web3 tools product_view ledger nano wallet crypto hardware search how to buy ethereum,crypto_interest
4,product_view trezor model t crypto hardware category_view web3 tools category_view defi products search bitcoin price today,crypto_interest
2,search best crypto wallet 2026 product_view trezor model t crypto hardware,crypto_interest
3,category_view cafe equipment product_view latte blend 500g coffee category_view coffee  beverages,coffee_interest
4,search crypto trading ethiopia category_view web3 tools search best crypto wallet 2026 search how to buy ethereum,crypto_interest
3,remove_from_cart p 202 remove_from_cart p 202 add_to_cart p 404 leather wallet 450.0,abandoned_cart
4,category_view womens bags product_view air max 2026 mens shoes category_view streetwear category_view luxury watches,fashion_interest
5,add_to_cart p 101 sony headphones 3200.0 checkout_started 3200.0 1 add_to_cart p 404 leather wallet 450.0 product_view sony headphones electronics checkout_started 3200.0 1,abandoned_cart
3,remove_from_cart p 101 product_view random item general add_to_cart p 202 nike running shoes 1500.0,abandoned_cart
5,signup_complete phone signup_complete google signup_complete google product_view welcome bundle offers signup_complete google,signup_intent
4,search summer fashion trends product_view air max 2026 mens shoes product_view linen blazer clothing search summer fashion trends,fashion_interest
3,category_view summer dresses product_view gold chronograph luxury watches category_view luxury watches,fashion_interest
2,add_to_cart latte blend 500g 120.0 search best arabica coffee,coffee_interest
2,product_view espresso machine appliances add_to_cart latte blend 500g 120.0,coffee_interest
3,search best crypto wallet 2026 search what is defi product_view random item general,crypto_interest
5,add_to_cart p 101 sony headphones 3200.0 remove_from_cart p 101 add_to_cart p 404 leather wallet 450.0 add_to_cart p 101 sony headphones 3200.0 remove_from_cart p 202,abandoned_cart
2,product_view air max 2026 mens shoes product_view linen blazer clothing,fashion_interest
2,category_view web3 tools product_view ledger nano wallet crypto hardware,crypto_interest
4,search how to get started signup_complete google signup_complete phone signup_complete phone,signup_intent
3,search new user offers signup_complete google category_view new user deals,signup_intent
2,product_view espresso machine appliances product_view espresso machine appliances,coffee_interest
3,search best arabica coffee add_to_cart latte blend 500g 120.0 product_view latte blend 500g coffee,coffee_interest
2,search espresso vs americano add_to_cart latte blend 500g 120.0,coffee_interest
5,signup_complete google search new user offers category_view new user deals signup_complete google product_view welcome bundle offers,signup_intent
4,search bitcoin price today search best crypto wallet 2026 search how to buy ethereum category_view defi products,crypto_interest
4,search coffee near me search espresso vs americano add_to_cart latte blend 500g 120.0 product_view espresso machine appliances,coffee_interest
5,search summer fashion trends category_view summer dresses add_to_cart linen blazer 850.0 product_view linen blazer clothing product_view air max 2026 mens shoes,fashion_interest
2,product_view ethiopian yirgacheffe coffee add_to_cart latte blend 500g 120.0,coffee_interest
5,search new user offers signup_complete phone category_view new user deals search how to get started product_view welcome bundle offers,signup_intent
5,product_view welcome bundle offers category_view new user deals category_view new user deals signup_complete email category_view new user deals,signup_intent
2,search where to buy coffee beans product_view espresso machine appliances,coffee_interest
5,search crypto trading ethiopia search how to buy ethereum search bitcoin price today search crypto trading ethiopia search crypto trading ethiopia,crypto_interest
2,search how to buy ethereum search what is defi,crypto_interest
3,add_to_cart p 101 sony headphones 3200.0 add_to_cart p 303 coffee grinder 780.0 category_view electronics,abandoned_cart
3,add_to_cart p 303 coffee grinder 780.0 add_to_cart p 404 leather wallet 450.0 search trending products,abandoned_cart
3,category_view new user deals signup_complete google signup_complete google,signup_intent
